trade_date,open,high,low,close,vol,pre_close
2022-01-04,150.7,150.7,143.97,144.6,54137.97,151.32
2022-01-05,145.98,145.98,140.01,140.48,38237.58,144.6
2022-01-06,142.51,142.89,137.6,138.35,32455.24,140.48
2022-01-07,137.36,138.7,130.43,131.5,63195.2,138.35
2022-01-10,130.1,131.2,126.15,131.0,56002.01,131.5
2022-01-11,131.48,131.59,125.82,126.38,33056.55,131.0
2022-01-12,126.32,130.5,125.6,129.5,33881.41,126.38
2022-01-13,129.5,131.55,128.2,129.1,35425.78,129.5
2022-01-14,128.43,129.44,126.62,127.0,25859.63,129.1
2022-01-17,126.04,128.68,124.75,128.45,26162.76,127.0
2022-01-18,128.5,134.37,126.1,130.82,29794.67,128.45
2022-01-19,130.5,130.6,125.53,127.5,29369.34,130.82
2022-01-20,127.49,133.66,126.54,133.12,47856.58,127.5
2022-01-21,132.31,138.1,130.19,135.22,46389.92,133.12
2022-01-24,135.98,138.83,134.83,137.37,29192.48,135.22
2022-01-25,137.09,138.3,133.4,134.5,22570.99,137.37
2022-01-26,133.32,139.4,132.68,138.4,24822.92,134.5
2022-01-27,140.0,142.36,134.92,135.4,27639.84,138.4
2022-01-28,134.0,136.88,131.5,133.4,19996.52,135.4
2022-02-07,138.6,143.77,129.19,132.07,50673.69,133.4
2022-02-08,134.04,134.9,126.05,129.08,35587.11,132.07
2022-02-09,129.0,138.33,128.4,137.53,42677.97,129.08
2022-02-10,138.17,141.5,135.91,138.58,32804.06,137.53
2022-02-11,138.58,139.0,133.33,133.5,37050.98,138.58
2022-02-14,133.84,141.15,132.78,138.32,30096.1,133.5
2022-02-15,136.84,144.55,136.25,142.0,30493.95,138.32
2022-02-16,142.41,145.49,141.4,144.27,25153.73,142.0
2022-02-17,144.85,145.8,140.99,142.02,17871.34,144.27
2022-02-18,141.0,142.97,139.9,142.21,16613.69,142.02
2022-02-21,143.02,143.02,138.2,140.83,23112.55,142.21
2022-02-22,140.38,141.98,137.06,140.39,21394.06,140.83
2022-02-23,140.0,140.9,137.86,139.38,20823.17,140.39
2022-02-24,138.88,138.95,132.18,134.05,30864.92,139.38
2022-02-25,135.5,138.8,133.12,135.61,39380.72,134.05
2022-02-28,135.39,135.39,131.5,133.8,25665.65,135.61
2022-03-01,135.5,143.73,135.5,142.32,58673.17,133.8
2022-03-02,139.95,141.0,136.38,136.64,32396.62,142.32
2022-03-03,136.7,137.46,131.68,135.88,35868.59,136.64
2022-03-04,134.0,137.15,132.69,133.77,20134.96,135.88
2022-03-07,132.66,132.99,122.5,123.76,47838.76,133.77
2022-03-08,123.8,126.0,116.18,118.5,59476.45,123.76
2022-03-09,117.97,120.1,112.47,117.12,60740.83,118.5
2022-03-10,121.0,124.65,119.36,122.99,43330.38,117.12
2022-03-11,120.0,123.99,119.46,123.11,29301.21,122.99
2022-03-14,119.0,119.0,112.0,116.44,48667.63,123.11
2022-03-15,113.06,118.47,112.0,112.93,43840.0,116.44
2022-03-16,113.87,117.76,109.88,116.72,48181.14,112.93
2022-03-17,116.72,121.7,116.0,117.9,40503.79,116.72
2022-03-18,115.96,121.34,115.96,118.98,30026.84,117.9
2022-03-21,119.0,120.98,115.98,118.0,25648.71,118.98
2022-03-22,118.74,118.79,116.0,116.5,16657.66,118.0
2022-03-23,116.81,118.3,115.01,117.95,28135.27,116.5
2022-03-24,116.43,117.1,113.6,113.94,27586.29,117.95
2022-03-25,114.79,114.79,106.77,107.0,49762.24,113.94
2022-03-28,105.16,105.16,101.75,102.75,56484.46,107.0
2022-03-29,103.3,104.0,100.0,100.55,36018.46,102.75
2022-03-30,101.35,105.55,100.68,105.42,37047.75,100.55
2022-03-31,104.6,109.3,104.01,107.23,35816.55,105.42
2022-04-01,106.1,113.36,105.39,112.16,51498.97,107.23
2022-04-06,112.0,112.0,108.5,109.72,40638.17,112.16
2022-04-07,109.71,113.13,108.9,109.86,30775.62,109.72
2022-04-08,110.24,113.42,108.0,109.26,32642.6,109.86
2022-04-11,108.28,108.99,104.3,106.09,37359.12,109.26
2022-04-12,105.3,116.5,105.0,114.86,63183.67,106.09
2022-04-13,112.5,119.54,112.45,115.88,78925.81,114.86
2022-04-14,118.5,123.99,117.0,122.5,56426.59,115.88
2022-04-15,120.05,129.07,120.03,124.3,52006.11,122.5
2022-04-18,123.96,126.06,121.59,123.84,30246.09,124.3
2022-04-19,123.83,124.98,121.5,122.51,33559.32,123.84
2022-04-20,121.75,128.49,120.61,125.36,47717.16,122.51
2022-04-21,124.0,126.53,121.0,123.57,37392.83,125.36
2022-04-22,122.19,127.67,121.38,127.28,42253.94,123.57
2022-04-25,124.56,126.26,120.3,123.0,38102.49,127.28
2022-04-26,123.8,128.9,123.2,125.05,47169.39,123.0
2022-04-27,124.7,126.98,120.02,125.96,52243.15,125.05
2022-04-28,126.6,130.5,124.38,126.4,46770.2,125.96
2022-04-29,127.89,129.78,121.99,125.45,55028.81,126.4
2022-05-05,128.46,128.46,122.7,123.66,41254.44,125.45
2022-05-06,119.99,120.0,111.29,112.0,72418.68,123.66
2022-05-09,109.95,112.0,108.35,111.2,34326.75,112.0
2022-05-10,109.11,116.55,106.01,115.6,57832.79,111.2
2022-05-11,115.38,123.88,114.71,120.39,58979.87,115.6
2022-05-12,120.01,122.5,118.16,121.0,32405.31,120.39
2022-05-13,121.0,122.0,119.22,121.6,33698.01,121.0
2022-05-16,122.98,123.85,118.46,119.5,28854.18,121.6
2022-05-17,119.5,120.29,117.9,118.8,23914.59,119.5
2022-05-18,119.5,119.82,116.33,118.33,29755.4,118.8
2022-05-19,115.74,117.47,114.8,115.92,28940.23,118.33
2022-05-20,115.9,121.99,115.9,121.93,37507.59,115.92
2022-05-23,122.0,122.6,119.46,119.74,24703.74,121.93
2022-05-24,119.04,119.9,113.8,113.96,35701.5,119.74
2022-05-25,113.98,115.97,113.0,115.4,29545.68,113.96
2022-05-26,114.7,118.66,113.16,117.81,47212.54,115.4
2022-05-27,118.67,120.21,116.12,116.67,33590.38,117.81
2022-05-30,119.11,125.8,119.0,125.44,60292.59,116.67
2022-05-31,125.36,130.51,123.85,129.82,62918.92,125.44
2022-06-01,129.85,130.8,126.5,128.21,27399.13,129.82
2022-06-02,125.7,128.15,125.0,127.0,26536.94,128.21
2022-06-06,126.0,128.96,123.2,128.48,40116.91,127.0
2022-06-07,128.98,130.6,126.98,128.96,29170.93,128.48
2022-06-08,128.56,133.48,128.3,131.5,33004.57,128.96
2022-06-09,130.52,131.43,126.08,126.5,30796.22,131.5
2022-06-10,126.0,126.44,124.1,124.82,35241.27,126.5
2022-06-13,122.3,122.99,119.2,121.04,43709.43,124.82
2022-06-14,119.5,123.45,119.2,122.4,28205.87,121.04
2022-06-15,122.4,127.5,121.21,125.88,43911.0,122.4
2022-06-16,124.25,125.68,122.86,122.91,24996.9,123.88
2022-06-17,121.01,127.0,121.0,126.96,37534.27,122.91
2022-06-20,126.95,130.97,125.5,130.25,33440.39,126.96
2022-06-21,128.87,135.46,127.5,133.3,45163.6,130.25
2022-06-22,133.21,136.39,130.8,130.88,27348.46,133.3
2022-06-23,130.0,131.85,127.47,130.46,30177.55,130.88
2022-06-24,129.12,134.3,129.12,132.9,40381.49,130.46
2022-06-27,133.77,139.99,133.77,138.37,54179.86,132.9
2022-06-28,139.0,141.84,136.87,141.2,31710.94,138.37
2022-06-29,141.2,143.2,138.51,138.8,33425.47,141.2
2022-06-30,140.2,151.8,140.2,146.6,53080.8,138.8
2022-07-01,146.0,148.0,142.0,144.96,27083.74,146.6
2022-07-04,142.5,144.0,139.88,143.09,45443.48,144.96
2022-07-05,143.34,144.49,137.01,141.66,51823.48,143.09
2022-07-06,138.59,141.0,133.02,134.88,47449.56,141.66
2022-07-07,136.06,136.16,129.82,134.74,30392.93,134.88
2022-07-08,137.0,138.0,134.5,135.48,31909.24,134.74
2022-07-11,133.6,135.5,129.97,133.0,29112.69,135.48
2022-07-12,132.16,134.18,129.01,129.12,25481.48,133.0
2022-07-13,129.11,133.2,129.06,130.89,24498.21,129.12
2022-07-14,130.15,132.6,129.01,130.35,30762.25,130.89
2022-07-15,129.5,136.0,129.02,132.58,40591.17,130.35
2022-07-18,131.94,133.5,127.13,130.42,34315.12,132.58
2022-07-19,130.46,131.49,128.3,130.25,24407.19,130.42
2022-07-20,130.51,134.0,130.0,131.05,29333.8,130.25
2022-07-21,129.0,130.3,125.91,126.69,39140.54,131.05
2022-07-22,127.47,127.77,122.95,124.05,34323.86,126.69
2022-07-25,123.26,127.97,122.99,127.24,33866.31,124.05
2022-07-26,127.0,131.0,127.0,129.72,30169.28,127.24
2022-07-27,129.02,131.22,127.88,128.7,20056.43,129.72
2022-07-28,129.28,130.03,125.68,126.08,26507.33,128.7
2022-07-29,124.0,125.36,122.12,122.9,29079.26,126.08
2022-08-01,122.0,129.49,121.8,127.98,43370.52,122.9
2022-08-02,126.95,128.67,124.17,125.85,27952.22,127.98
2022-08-03,126.21,128.18,123.79,124.13,26614.62,125.85
2022-08-04,124.81,125.53,120.29,122.35,33248.77,124.13
2022-08-05,122.45,123.69,121.11,123.49,20367.26,122.35
2022-08-08,122.34,123.48,118.4,118.85,37982.09,123.49
2022-08-09,117.31,120.55,115.39,120.43,34085.89,118.85
2022-08-10,119.3,120.39,113.46,114.45,43420.7,120.43
2022-08-11,114.7,116.56,113.89,116.55,28693.68,114.45
2022-08-12,116.71,119.4,115.83,117.93,24097.9,116.55
2022-08-15,117.72,117.95,115.5,117.26,20512.07,117.93
2022-08-16,117.0,117.72,114.0,114.92,37216.44,117.26
2022-08-17,114.98,115.7,111.51,115.38,36508.5,114.92
2022-08-18,117.0,119.36,112.5,114.0,80595.87,115.38
2022-08-19,112.65,113.85,110.39,110.5,50304.26,114.0
2022-08-22,109.01,111.6,108.71,110.59,25569.94,110.5
2022-08-23,110.27,110.6,106.73,107.11,50917.97,110.59
2022-08-24,107.11,108.6,104.9,105.89,50789.23,107.11
2022-08-25,106.69,110.35,105.51,110.0,55611.14,105.89
2022-08-26,110.23,115.0,110.23,111.0,57996.06,110.0
2022-08-29,108.57,110.15,107.99,108.5,34904.71,111.0
2022-08-30,107.82,109.5,106.87,108.25,29504.9,108.5
2022-08-31,108.6,112.58,107.1,111.7,57434.98,108.25
2022-09-01,112.0,112.01,109.95,110.16,34008.68,111.7
2022-09-02,110.2,110.5,106.18,106.9,34980.38,110.16
2022-09-05,106.12,107.15,101.3,102.75,52279.29,106.9
2022-09-06,103.99,104.95,102.85,104.15,31723.19,102.75
2022-09-07,103.0,105.0,102.13,103.93,29360.31,104.15
2022-09-08,103.99,106.28,103.88,105.0,30758.21,103.93
2022-09-09,104.98,105.5,103.21,104.03,31285.48,105.0
2022-09-13,104.92,109.2,104.17,108.57,52151.93,104.03
2022-09-14,106.69,108.27,105.82,106.05,30020.1,108.57
2022-09-15,106.35,109.3,106.32,107.88,39424.7,106.05
2022-09-16,107.88,109.89,104.89,105.05,29483.97,107.88
2022-09-19,105.5,107.71,102.34,106.85,29229.67,105.05
2022-09-20,107.5,108.67,105.44,108.3,29441.69,106.85
2022-09-21,108.0,109.29,105.1,105.63,33190.52,108.3
2022-09-22,104.78,105.5,102.18,102.84,29320.85,105.63
2022-09-23,102.25,107.23,102.25,105.6,49339.76,102.84
2022-09-26,104.95,108.23,104.0,107.22,41942.96,105.6
2022-09-27,108.0,115.55,105.55,115.35,82123.73,107.22
2022-09-28,113.88,117.0,112.84,113.32,48178.12,115.35
2022-09-29,113.55,115.55,111.05,111.9,32939.38,113.32
2022-09-30,111.66,113.8,111.14,112.2,33885.76,111.9
2022-10-10,111.0,112.3,100.98,100.98,70709.88,112.2
2022-10-11,100.9,100.9,93.88,96.15,79562.88,100.98
2022-10-12,95.5,99.3,93.53,98.97,56155.68,96.15
2022-10-13,97.09,100.13,95.46,95.52,35324.38,98.97
2022-10-14,96.65,100.5,96.65,99.5,46379.95,95.52
2022-10-17,99.6,101.25,98.25,99.37,41293.24,99.5
2022-10-18,99.8,100.8,97.7,98.14,27941.91,99.37
2022-10-19,97.22,97.71,94.44,94.65,35038.7,98.14
2022-10-20,94.13,99.48,93.0,96.5,38081.41,94.65
2022-10-21,95.8,96.49,94.73,95.0,23699.38,96.5
2022-10-24,93.55,94.8,90.45,90.45,38567.36,95.0
2022-10-25,89.94,91.21,87.86,89.7,48517.12,90.45
2022-10-26,90.21,92.65,90.01,92.0,39290.24,89.7
2022-10-27,92.36,93.29,88.65,88.84,34651.42,92.0
2022-10-28,88.0,92.0,87.99,89.0,42890.91,88.84
2022-10-31,87.56,89.59,85.03,87.42,31582.9,89.0
2022-11-01,88.42,95.79,85.79,94.68,83998.4,87.42
2022-11-02,93.93,104.09,93.17,100.61,113792.0,94.68
2022-11-03,98.58,103.0,98.2,102.8,46974.48,100.61
2022-11-04,101.05,111.95,101.05,110.8,68253.31,102.8
2022-11-07,108.01,111.2,106.6,109.21,72206.29,110.8
2022-11-08,109.6,110.9,106.75,108.22,33005.33,109.21
2022-11-09,108.4,108.4,104.0,106.06,32770.93,108.22
2022-11-10,106.07,109.55,105.3,108.98,41649.14,106.06
2022-11-11,113.9,114.49,109.0,111.2,64747.14,108.98
2022-11-14,110.98,111.97,107.3,108.7,37982.81,111.2
2022-11-15,108.56,112.26,107.33,111.19,31440.9,108.7
2022-11-16,110.99,113.49,109.16,111.22,27858.38,111.19
2022-11-17,110.5,112.28,107.79,109.62,30839.74,111.22
2022-11-18,109.0,109.8,107.02,108.0,24959.81,109.62
2022-11-21,107.03,107.8,101.48,103.61,40671.85,108.0
2022-11-22,103.4,106.5,102.57,104.04,30437.19,103.61
2022-11-23,104.19,104.82,100.95,104.05,28814.28,104.04
2022-11-24,104.0,105.5,101.3,101.34,18753.67,104.05
2022-11-25,102.07,102.56,99.35,100.25,33786.73,101.34
2022-11-28,98.2,101.36,96.0,101.2,44289.89,100.25
2022-11-29,101.68,108.58,101.55,107.4,57482.09,101.2
2022-11-30,106.75,110.3,105.97,110.0,43916.19,107.4
2022-12-01,116.8,121.0,116.8,117.5,103372.31,110.0
2022-12-02,115.64,118.05,113.59,117.03,75916.09,117.5
2022-12-05,118.16,122.3,117.72,121.42,74514.44,117.03
2022-12-06,121.28,133.56,120.0,126.19,70169.16,121.42
2022-12-07,125.31,132.3,124.89,127.78,70432.02,126.19
2022-12-08,127.24,127.78,123.8,126.46,47758.4,127.78
2022-12-09,126.4,127.57,123.51,126.03,51032.83,126.46
2022-12-12,125.47,127.6,124.05,124.99,27538.67,126.03
2022-12-13,125.19,129.8,123.86,127.9,38492.58,124.99
2022-12-14,127.71,131.5,126.41,129.57,33475.49,127.9
2022-12-15,129.45,131.39,126.1,127.14,26103.53,129.57
2022-12-16,128.0,128.6,125.62,128.0,21608.98,127.14
2022-12-19,127.5,129.71,125.13,125.88,22608.53,128.0
2022-12-20,126.14,126.77,120.2,121.95,40461.96,125.88
2022-12-21,121.51,124.88,121.51,123.24,22769.46,121.95
2022-12-22,124.15,126.55,122.21,125.29,28292.98,123.24
2022-12-23,124.93,130.69,124.0,126.21,26988.28,125.29
2022-12-26,128.33,128.66,125.0,127.19,22367.8,126.21
2022-12-27,127.2,131.88,125.65,128.92,25490.9,127.19
2022-12-28,128.42,130.88,127.0,130.15,30311.31,128.92
2022-12-29,129.48,130.15,125.88,127.0,36392.9,130.15
2022-12-30,128.0,128.82,125.6,127.38,25273.28,127.0
2023-01-03,127.52,128.5,121.8,123.0,49028.23,127.38
2023-01-04,123.0,125.0,121.4,123.73,24035.97,123.0
2023-01-05,123.73,129.9,123.63,128.3,30656.59,123.73
2023-01-06,127.81,127.81,123.88,125.84,38441.18,128.3
2023-01-09,125.38,127.4,123.2,126.8,43285.73,125.84
2023-01-10,126.0,128.59,122.88,127.55,37184.49,126.8
2023-01-11,128.0,132.8,125.03,126.8,40627.62,127.55
2023-01-12,128.21,128.21,123.0,123.28,30592.53,126.8
2023-01-13,123.72,130.31,123.5,130.16,53752.33,123.28
2023-01-16,130.1,132.65,128.6,130.7,56979.8,130.16
2023-01-17,130.82,131.0,126.9,128.65,31842.62,130.7
2023-01-18,127.78,129.64,126.42,127.14,22470.69,128.65
2023-01-19,126.76,127.58,124.58,125.18,22945.89,127.14
2023-01-20,125.91,126.19,123.1,123.97,23891.72,125.18
2023-01-30,124.55,126.2,122.1,124.81,34587.4,123.97
2023-01-31,124.0,126.55,120.01,120.2,39456.88,124.81
2023-02-01,120.8,121.79,117.78,121.68,35927.79,120.2
2023-02-02,121.6,128.0,119.68,126.99,47357.8,121.68
2023-02-03,126.02,126.73,121.6,123.48,26151.96,126.99
2023-02-06,122.03,122.04,118.52,119.86,27495.54,123.48
2023-02-07,121.0,122.0,118.25,118.61,23985.27,119.86
2023-02-08,119.88,121.85,118.06,120.03,31859.16,118.61
2023-02-09,120.0,126.77,118.51,125.6,44930.45,120.03
2023-02-10,126.07,128.88,124.08,128.0,28953.26,125.6
2023-02-13,128.02,137.0,127.0,136.0,62181.77,128.0
2023-02-14,137.2,137.69,134.7,136.76,21657.91,136.0
2023-02-15,136.76,139.17,135.49,136.56,18364.56,136.76
2023-02-16,136.0,139.99,134.0,137.28,21354.51,136.56
2023-02-17,136.0,140.5,135.0,135.8,24021.39,137.28
2023-02-20,135.8,136.8,132.0,136.47,26255.38,135.8
2023-02-21,136.47,136.8,133.26,134.79,16533.66,136.47
2023-02-22,133.69,139.0,133.5,135.94,14801.19,134.79
2023-02-23,135.94,137.4,133.14,133.88,10743.22,135.94
2023-02-24,133.9,134.05,130.8,132.12,15590.5,133.88
2023-02-27,131.06,136.68,129.68,135.62,28361.43,132.12
2023-02-28,135.98,138.38,134.66,137.45,32152.16,135.62
2023-03-01,137.44,137.9,133.61,136.61,25373.99,137.45
2023-03-02,138.88,139.0,135.83,137.41,25767.67,136.61
2023-03-03,137.48,138.83,133.98,135.36,25012.07,137.41
2023-03-06,134.92,137.5,133.4,136.1,17100.19,135.36
2023-03-07,136.22,137.0,130.88,131.24,30023.42,136.1
2023-03-08,130.72,132.2,129.5,130.8,16180.78,131.24
2023-03-09,130.83,131.44,127.69,129.7,25562.2,130.8
2023-03-10,128.91,129.69,125.38,126.96,29060.61,129.7
2023-03-13,126.88,128.88,125.98,128.0,21754.56,126.96
2023-03-14,128.38,128.38,125.5,126.2,22176.78,128.0
2023-03-15,127.6,127.6,123.71,124.03,24146.72,126.2
2023-03-16,123.3,124.5,121.12,122.81,19408.79,124.03
2023-03-17,123.21,123.97,118.64,119.26,35853.04,122.81
2023-03-20,119.36,119.56,115.48,116.36,30427.26,119.26
2023-03-21,116.21,118.55,115.24,117.3,30871.15,116.36
2023-03-22,117.5,119.3,114.0,114.7,34561.39,117.3
2023-03-23,115.1,116.99,113.0,116.13,39171.72,114.7
2023-03-24,115.99,118.29,114.11,116.39,36721.14,116.13
2023-03-27,116.45,116.87,113.88,114.81,35447.04,116.39
2023-03-28,115.5,116.64,114.0,116.31,36771.55,114.81
2023-03-29,116.82,122.0,116.17,121.89,61620.41,116.31
2023-03-30,122.0,128.5,122.0,127.9,61527.21,121.89
2023-03-31,128.77,128.96,123.89,125.0,49574.91,127.9
2023-04-03,124.32,125.59,122.22,123.57,34082.84,125.0
2023-04-04,123.55,128.08,122.1,127.78,48112.92,123.57
2023-04-06,126.54,128.5,125.44,125.95,26564.46,127.78
2023-04-07,126.0,127.03,124.51,125.25,20213.58,125.95
2023-04-10,124.98,124.98,120.3,123.23,34116.66,125.25
2023-04-11,122.0,123.0,117.4,118.68,53974.29,123.23
2023-04-12,118.66,118.98,113.39,113.4,57145.94,118.68
2023-04-13,112.0,115.46,111.27,114.44,44065.37,113.4
2023-04-14,114.42,115.59,109.5,110.55,59913.7,114.44
2023-04-17,111.3,113.36,110.39,111.88,41456.14,110.55
2023-04-18,112.8,113.59,111.1,112.54,39390.15,111.88
2023-04-19,112.04,112.27,110.16,110.82,31386.59,112.54
2023-04-20,110.51,111.3,108.6,109.31,35067.24,110.82
2023-04-21,109.31,110.1,107.15,107.16,39486.12,109.31
2023-04-24,107.06,107.06,103.6,104.26,49282.19,107.16
2023-04-25,105.15,107.23,104.64,105.93,48989.21,104.26
2023-04-26,105.27,106.6,103.68,105.99,35048.52,105.93
2023-04-27,105.3,106.48,104.08,105.87,33034.58,105.99
2023-04-28,105.7,108.04,103.4,104.16,63303.9,105.87
2023-05-04,104.0,105.43,101.55,102.3,43175.21,104.16
2023-05-05,102.0,103.88,101.55,102.65,32721.25,102.3
2023-05-08,102.65,103.4,100.57,100.86,33355.25,102.65
2023-05-09,100.57,102.49,99.99,100.13,37954.24,100.86
2023-05-10,100.0,100.95,99.21,100.05,24062.87,100.13
2023-05-11,100.11,100.75,99.26,99.38,24793.87,100.05
2023-05-12,99.0,99.56,96.7,96.8,44639.7,99.38
2023-05-15,96.8,97.25,95.0,97.25,45563.12,96.8
2023-05-16,97.24,97.24,94.72,95.03,46378.89,97.25
2023-05-17,94.82,94.82,91.5,92.65,69444.71,95.03
2023-05-18,91.6,94.75,91.59,93.46,53333.0,92.65
2023-05-19,92.87,98.32,91.88,96.13,86218.34,93.46
2023-05-22,95.8,98.98,93.57,97.77,69618.36,96.13
2023-05-23,98.6,99.52,95.61,95.63,43676.81,97.77
2023-05-24,94.7,95.83,94.0,94.0,33763.96,95.63
2023-05-25,93.21,95.0,92.7,94.38,37152.17,94.0
2023-05-26,94.37,95.31,93.0,93.17,26927.25,94.38
2023-05-29,93.18,94.1,92.43,93.33,27399.72,93.17
2023-05-30,92.8,93.33,89.9,91.04,63879.79,93.33
2023-05-31,91.35,91.86,89.21,89.21,43803.89,91.04
2023-06-01,89.97,92.75,88.49,90.49,51635.5,89.21
2023-06-02,91.2,96.56,90.73,95.85,90173.71,90.49
2023-06-05,95.8,97.25,94.2,94.83,61355.34,95.85
2023-06-06,94.83,96.71,93.8,95.48,58108.24,94.83
2023-06-07,95.68,96.68,90.58,90.68,97564.4,95.48
2023-06-08,90.11,92.35,89.06,90.42,55472.38,90.68
2023-06-09,90.45,91.45,89.6,90.49,44405.28,90.42
2023-06-12,90.6,99.48,89.66,98.15,133418.04,90.49
2023-06-13,97.64,99.4,96.01,97.63,74845.45,98.15
2023-06-14,97.8,99.2,97.28,98.36,85273.09,97.63
2023-06-15,98.31,102.0,97.31,102.0,100854.82,98.36
2023-06-16,99.8,101.26,98.55,99.58,69667.6,99.4
2023-06-19,99.01,99.86,97.7,98.2,54614.97,99.58
2023-06-20,98.17,98.86,96.39,97.15,43222.73,98.2
2023-06-21,96.87,98.18,96.09,96.25,42391.52,97.15
2023-06-26,95.25,96.24,93.2,94.2,43773.05,96.25
2023-06-27,94.94,96.96,93.98,96.96,44077.01,94.2
2023-06-28,96.56,97.9,95.76,96.26,36062.18,96.96
2023-06-29,95.5,96.25,93.86,93.87,46434.19,96.26
2023-06-30,93.78,94.1,91.5,92.16,56929.2,93.87
