trade_date,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
2022-09-29,600600.SH,20220929,106.97,107.97,104.21,105.25,106.08,-0.83,-0.7824,49333.46,520543.497
2022-09-30,600600.SH,20220930,105.56,108.3,105.25,106.2,105.25,0.95,0.9026,53362.77,568027.932
2022-10-10,600600.SH,20221010,106.0,106.0,102.0,102.46,106.2,-3.74,-3.5217,59067.6,612836.619
2022-10-11,600600.SH,20221011,102.56,104.98,101.89,104.06,102.46,1.6,1.5616,41332.02,428823.374
2022-10-12,600600.SH,20221012,104.0,104.5,100.3,103.77,104.06,-0.29,-0.2787,51656.17,526539.543
2022-10-13,600600.SH,20221013,103.76,103.76,100.0,100.52,103.77,-3.25,-3.1319,47279.85,477852.345
2022-10-14,600600.SH,20221014,101.05,104.44,100.4,103.26,100.52,2.74,2.7258,49032.83,506337.535
2022-10-17,600600.SH,20221017,102.5,103.29,100.3,101.2,103.26,-2.06,-1.995,39535.06,399907.086
2022-10-18,600600.SH,20221018,101.56,102.48,98.9,99.44,101.2,-1.76,-1.7391,46889.94,469466.441
2022-10-19,600600.SH,20221019,99.7,99.7,96.67,97.38,99.44,-2.06,-2.0716,60045.69,585456.021
2022-10-20,600600.SH,20221020,97.4,99.0,95.28,96.96,97.38,-0.42,-0.4313,44387.05,429413.583
2022-10-21,600600.SH,20221021,96.98,97.3,94.7,96.67,96.96,-0.29,-0.2991,42090.33,404148.83
2022-10-24,600600.SH,20221024,96.36,96.36,92.2,92.4,96.67,-4.27,-4.4171,44759.32,418562.615
2022-10-25,600600.SH,20221025,91.01,93.88,90.38,93.3,92.4,0.9,0.974,45734.95,424207.132
2022-10-26,600600.SH,20221026,94.09,96.0,92.7,94.79,93.3,1.49,1.597,51046.91,484371.56
2022-10-27,600600.SH,20221027,92.8,92.8,86.0,86.5,94.79,-8.29,-8.7456,131942.79,1161755.575
2022-10-28,600600.SH,20221028,86.0,86.76,83.73,84.4,86.5,-2.1,-2.4277,77675.99,660516.575
2022-10-31,600600.SH,20221031,84.03,84.03,80.88,81.8,84.4,-2.6,-3.0806,96346.23,788180.053
2022-11-01,600600.SH,20221101,82.03,87.84,82.03,87.83,81.8,6.03,7.3716,106641.14,915330.289
2022-11-02,600600.SH,20221102,87.55,95.38,86.97,93.41,87.83,5.58,6.3532,121606.38,1117731.387
2022-11-03,600600.SH,20221103,92.08,92.75,90.7,92.11,93.41,-1.3,-1.3917,55290.66,507941.884
2022-11-04,600600.SH,20221104,92.11,101.2,91.66,99.2,92.11,7.09,7.6973,104252.27,1018162.804
2022-11-07,600600.SH,20221107,98.67,101.0,97.41,100.01,99.2,0.81,0.8165,67228.38,669298.293
2022-11-08,600600.SH,20221108,99.6,101.81,98.0,99.07,100.01,-0.94,-0.9399,41175.37,408498.033
2022-11-09,600600.SH,20221109,98.53,99.5,96.57,96.8,99.07,-2.27,-2.2913,41392.86,403008.208
2022-11-10,600600.SH,20221110,96.85,99.28,96.18,98.35,96.8,1.55,1.6012,43649.35,427312.555
2022-11-11,600600.SH,20221111,102.0,103.75,99.0,101.34,98.35,2.99,3.0402,80436.77,815301.385
2022-11-14,600600.SH,20221114,101.99,103.49,96.9,97.6,101.34,-3.74,-3.6905,68786.89,680263.223
2022-11-15,600600.SH,20221115,97.82,100.04,97.24,99.22,97.6,1.62,1.6598,38636.17,381897.541
2022-11-16,600600.SH,20221116,99.8,102.48,98.88,101.11,99.22,1.89,1.9049,41488.76,418835.138
2022-11-17,600600.SH,20221117,100.76,101.5,97.88,98.76,101.11,-2.35,-2.3242,46562.58,459539.369
2022-11-18,600600.SH,20221118,98.76,100.26,98.1,98.8,98.76,0.04,0.0405,44032.67,436681.934
2022-11-21,600600.SH,20221121,98.38,98.38,94.0,95.81,98.8,-2.99,-3.0263,52056.18,495912.82
2022-11-22,600600.SH,20221122,95.58,96.96,94.79,96.14,95.81,0.33,0.3444,37054.87,355105.186
2022-11-23,600600.SH,20221123,95.69,95.8,93.21,94.03,96.14,-2.11,-2.1947,55081.39,517076.385
2022-11-24,600600.SH,20221124,93.98,94.97,92.03,94.08,94.03,0.05,0.0532,37386.13,351364.089
2022-11-25,600600.SH,20221125,94.14,94.39,92.67,93.4,94.08,-0.68,-0.7228,30355.62,283848.341
2022-11-28,600600.SH,20221128,91.2,96.0,89.61,95.21,93.4,1.81,1.9379,58147.77,543809.785
2022-11-29,600600.SH,20221129,96.21,101.08,95.85,100.61,95.21,5.4,5.6717,95170.74,946849.754
2022-11-30,600600.SH,20221130,99.58,103.0,99.58,101.3,100.61,0.69,0.6858,61890.96,628297.893
2022-12-01,600600.SH,20221201,104.06,109.0,103.78,104.6,101.3,3.3,3.2577,90436.7,953879.023
2022-12-02,600600.SH,20221202,104.03,105.57,102.2,103.0,104.6,-1.6,-1.5296,47733.53,494085.015
2022-12-05,600600.SH,20221205,103.97,106.0,103.2,104.64,103.0,1.64,1.5922,53036.52,556067.786
2022-12-06,600600.SH,20221206,104.01,112.59,104.01,111.34,104.64,6.7,6.4029,89455.8,987638.736
2022-12-07,600600.SH,20221207,110.57,110.98,107.51,108.65,111.34,-2.69,-2.416,63433.33,690955.077
2022-12-08,600600.SH,20221208,108.65,109.99,105.73,109.19,108.65,0.54,0.497,44430.4,481544.637
2022-12-09,600600.SH,20221209,109.24,111.3,108.28,110.96,109.19,1.77,1.621,54432.09,599338.182
2022-12-12,600600.SH,20221212,108.66,110.66,107.96,108.33,110.96,-2.63,-2.3702,37200.28,404601.696
2022-12-13,600600.SH,20221213,108.8,109.56,107.45,108.4,108.33,0.07,0.0646,39783.6,431960.222
2022-12-14,600600.SH,20221214,109.1,110.02,106.9,108.5,108.4,0.1,0.0923,41701.74,453185.332
2022-12-15,600600.SH,20221215,108.68,109.58,106.0,106.48,108.5,-2.02,-1.8618,41988.61,449284.538
2022-12-16,600600.SH,20221216,105.94,108.3,105.81,108.02,106.48,1.54,1.4463,37251.21,401152.099
2022-12-19,600600.SH,20221219,107.84,108.88,105.55,106.91,108.02,-1.11,-1.0276,24740.92,264493.555
2022-12-20,600600.SH,20221220,105.95,106.8,103.2,103.91,106.91,-3.0,-2.8061,37545.46,391112.128
2022-12-21,600600.SH,20221221,104.97,107.0,104.01,105.45,103.91,1.54,1.4821,30094.56,318420.207
2022-12-22,600600.SH,20221222,105.95,107.69,104.17,106.66,105.45,1.21,1.1475,29371.91,312447.117
2022-12-23,600600.SH,20221223,105.66,109.61,104.5,109.61,106.66,2.95,2.7658,37592.68,407299.278
2022-12-26,600600.SH,20221226,107.9,108.98,106.2,106.38,109.61,-3.23,-2.9468,36566.36,392129.8
2022-12-27,600600.SH,20221227,107.5,111.11,106.65,108.83,106.38,2.45,2.3031,35141.7,382927.477
2022-12-28,600600.SH,20221228,108.63,109.88,107.7,108.76,108.83,-0.07,-0.0643,21624.53,234906.577
2022-12-29,600600.SH,20221229,107.85,108.2,106.39,107.15,108.76,-1.61,-1.4803,31138.75,333815.976
2022-12-30,600600.SH,20221230,108.24,108.49,105.4,107.5,107.15,0.35,0.3266,38565.59,412610.799
2023-01-03,600600.SH,20230103,107.99,107.99,102.99,105.17,107.5,-2.33,-2.1674,49761.61,520888.74
2023-01-04,600600.SH,20230104,105.69,107.31,104.4,105.5,105.17,0.33,0.3138,39743.62,421583.043
2023-01-05,600600.SH,20230105,105.82,108.62,105.0,107.99,105.5,2.49,2.3602,34708.5,374395.934
2023-01-06,600600.SH,20230106,108.0,108.05,104.66,106.3,107.99,-1.69,-1.565,40587.19,430721.503
2023-01-09,600600.SH,20230109,106.7,107.29,105.01,106.37,106.3,0.07,0.0659,48271.85,512084.956
2023-01-10,600600.SH,20230110,106.58,107.5,105.19,106.89,106.37,0.52,0.4889,36189.71,386335.18
2023-01-11,600600.SH,20230111,107.27,107.87,104.39,105.95,106.89,-0.94,-0.8794,42101.09,446185.656
2023-01-12,600600.SH,20230112,105.37,106.53,103.6,103.93,105.95,-2.02,-1.9066,31750.77,332081.966
2023-01-13,600600.SH,20230113,104.72,110.11,104.07,109.22,103.93,5.29,5.09,57157.55,617104.334
2023-01-16,600600.SH,20230116,109.89,112.14,109.01,109.79,109.22,0.57,0.5219,56988.51,628820.236
2023-01-17,600600.SH,20230117,109.22,110.29,107.55,109.33,109.79,-0.46,-0.419,34677.81,377334.382
2023-01-18,600600.SH,20230118,109.22,109.7,105.86,106.16,109.33,-3.17,-2.8995,41072.53,438600.192
2023-01-19,600600.SH,20230119,105.76,106.15,104.5,105.3,106.16,-0.86,-0.8101,30687.08,323094.936
2023-01-20,600600.SH,20230120,105.3,106.28,104.36,105.16,105.3,-0.14,-0.133,29232.25,308015.329
2023-01-30,600600.SH,20230130,105.9,106.62,103.8,104.28,105.16,-0.88,-0.8368,56848.24,596103.023
2023-01-31,600600.SH,20230131,104.67,104.67,101.0,101.04,104.28,-3.24,-3.107,48147.18,491688.465
2023-02-01,600600.SH,20230201,101.04,104.5,101.04,103.99,101.04,2.95,2.9196,50648.69,522717.614
2023-02-02,600600.SH,20230202,104.0,105.89,103.6,105.18,103.99,1.19,1.1443,42812.47,449710.13
2023-02-03,600600.SH,20230203,104.58,105.28,102.02,104.09,105.18,-1.09,-1.0363,32291.74,334778.308
2023-02-06,600600.SH,20230206,102.85,103.71,101.85,101.93,104.09,-2.16,-2.0751,42895.62,440391.901
2023-02-07,600600.SH,20230207,102.5,103.5,101.68,102.21,101.93,0.28,0.2747,25783.96,264339.506
2023-02-08,600600.SH,20230208,102.72,103.14,100.08,100.73,102.21,-1.48,-1.448,34248.92,345988.464
2023-02-09,600600.SH,20230209,100.77,103.43,100.77,101.82,100.73,1.09,1.0821,46409.46,473242.978
2023-02-10,600600.SH,20230210,101.9,102.86,100.85,102.28,101.82,0.46,0.4518,33848.94,344707.001
2023-02-13,600600.SH,20230213,101.8,106.86,101.33,104.6,102.28,2.32,2.2683,90548.55,947705.617
2023-02-14,600600.SH,20230214,104.59,106.46,103.67,105.44,104.6,0.84,0.8031,38180.35,401527.935
2023-02-15,600600.SH,20230215,105.44,108.6,105.04,105.78,105.44,0.34,0.3225,52349.99,559581.714
2023-02-16,600600.SH,20230216,106.0,110.94,105.3,108.55,105.78,2.77,2.6186,84288.58,915659.404
2023-02-17,600600.SH,20230217,107.68,109.5,106.8,107.23,108.55,-1.32,-1.216,36942.63,399387.591
2023-02-20,600600.SH,20230220,106.41,108.49,105.0,107.7,107.23,0.47,0.4383,45881.65,490577.346
2023-02-21,600600.SH,20230221,108.0,108.4,105.55,106.55,107.7,-1.15,-1.0678,36758.15,390450.153
2023-02-22,600600.SH,20230222,106.3,107.9,105.35,106.73,106.55,0.18,0.1689,30170.32,322125.147
2023-02-23,600600.SH,20230223,106.81,107.6,104.86,105.68,106.73,-1.05,-0.9838,30788.85,325795.821
2023-02-24,600600.SH,20230224,105.03,105.18,102.5,103.31,105.68,-2.37,-2.2426,43229.22,447052.786
2023-02-27,600600.SH,20230227,103.41,108.9,102.0,108.19,103.31,4.88,4.7236,76474.92,812045.253
2023-02-28,600600.SH,20230228,107.87,112.22,106.78,111.48,108.19,3.29,3.0409,99022.12,1097303.235
2023-03-01,600600.SH,20230301,113.14,113.65,110.13,112.3,111.48,0.82,0.7356,70788.52,794417.114
2023-03-02,600600.SH,20230302,112.84,114.44,112.03,112.88,112.3,0.58,0.5165,50633.26,572851.59
2023-03-03,600600.SH,20230303,113.0,115.48,112.0,113.2,112.88,0.32,0.2835,48904.01,556286.147
2023-03-06,600600.SH,20230306,113.79,115.0,111.6,114.09,113.2,0.89,0.7862,42904.47,486874.808
2023-03-07,600600.SH,20230307,114.0,116.68,113.8,114.9,114.09,0.81,0.71,70646.9,815315.802
2023-03-08,600600.SH,20230308,114.19,114.59,111.98,113.7,114.9,-1.2,-1.0444,38968.25,441288.6
2023-03-09,600600.SH,20230309,113.7,114.53,110.6,112.0,113.7,-1.7,-1.4952,54767.46,613982.587
2023-03-10,600600.SH,20230310,111.45,112.5,110.18,110.52,112.0,-1.48,-1.3214,31278.79,347016.044
2023-03-13,600600.SH,20230313,110.76,114.2,110.01,113.43,110.52,2.91,2.633,40070.15,452356.571
2023-03-14,600600.SH,20230314,113.8,114.95,113.1,113.44,113.43,0.01,0.0088,41139.0,468981.982
2023-03-15,600600.SH,20230315,114.13,114.57,111.88,112.42,113.44,-1.02,-0.8992,46143.9,520827.532
2023-03-16,600600.SH,20230316,112.1,112.65,110.14,110.96,112.42,-1.46,-1.2987,34668.55,385348.573
2023-03-17,600600.SH,20230317,111.59,111.8,108.1,108.29,110.96,-2.67,-2.4063,36911.63,404073.417
2023-03-20,600600.SH,20230320,108.79,108.8,104.5,106.0,108.29,-2.29,-2.1147,59927.17,635830.961
2023-03-21,600600.SH,20230321,106.73,108.67,106.07,107.48,106.0,1.48,1.3962,47638.17,511647.249
2023-03-22,600600.SH,20230322,107.72,111.26,107.46,108.69,107.48,1.21,1.1258,38484.87,420608.971
2023-03-23,600600.SH,20230323,110.98,111.3,106.72,110.02,108.69,1.33,1.2237,56165.47,615499.584
2023-03-24,600600.SH,20230324,111.11,113.7,109.4,112.31,110.02,2.29,2.0814,63081.13,708764.794
2023-03-27,600600.SH,20230327,112.31,112.82,109.63,110.81,112.31,-1.5,-1.3356,32042.25,355110.865
2023-03-28,600600.SH,20230328,111.34,112.88,110.76,112.69,110.81,1.88,1.6966,45414.11,508542.43
2023-03-29,600600.SH,20230329,112.98,116.55,112.01,115.99,112.69,3.3,2.9284,59520.91,684695.582
2023-03-30,600600.SH,20230330,115.29,120.68,115.11,119.8,115.99,3.81,3.2848,72960.42,869646.978
2023-03-31,600600.SH,20230331,120.08,122.44,119.51,120.6,119.8,0.8,0.6678,58535.29,706095.418
2023-04-03,600600.SH,20230403,119.98,120.25,117.65,118.79,120.6,-1.81,-1.5008,56298.69,668456.519
2023-04-04,600600.SH,20230404,118.78,123.18,118.18,122.03,118.79,3.24,2.7275,66277.59,801336.799
2023-04-06,600600.SH,20230406,122.02,123.0,120.3,122.05,122.03,0.02,0.0164,30904.76,376015.227
2023-04-07,600600.SH,20230407,122.05,124.59,120.76,122.1,122.05,0.05,0.041,32746.7,402736.419
2023-04-10,600600.SH,20230410,121.5,125.65,118.55,124.33,122.1,2.23,1.8264,46055.97,565401.413
2023-04-11,600600.SH,20230411,122.26,123.03,118.72,119.89,124.33,-4.44,-3.5711,59634.52,716267.265
2023-04-12,600600.SH,20230412,119.96,120.5,115.13,115.87,119.89,-4.02,-3.3531,67234.78,785020.839
2023-04-13,600600.SH,20230413,115.99,118.6,115.88,117.35,115.87,1.48,1.2773,45371.25,531549.498
2023-04-14,600600.SH,20230414,118.01,119.8,115.15,115.88,117.35,-1.47,-1.2527,41658.52,486803.565
2023-04-17,600600.SH,20230417,116.3,118.45,115.78,116.45,115.88,0.57,0.4919,36877.77,430760.192
2023-04-18,600600.SH,20230418,117.0,118.3,115.78,117.68,116.45,1.23,1.0562,39822.72,467230.639
2023-04-19,600600.SH,20230419,117.9,117.9,115.9,116.6,117.68,-1.08,-0.9177,33089.94,386109.239
2023-04-20,600600.SH,20230420,116.6,117.45,112.93,114.03,116.6,-2.57,-2.2041,72707.86,831811.35
2023-04-21,600600.SH,20230421,114.77,116.32,113.56,114.35,114.03,0.32,0.2806,39920.18,459244.169
2023-04-24,600600.SH,20230424,113.9,114.5,112.1,113.5,114.35,-0.85,-0.7433,45259.62,512210.852
2023-04-25,600600.SH,20230425,116.19,118.27,114.68,117.04,113.5,3.54,3.1189,89206.22,1039992.461
2023-04-26,600600.SH,20230426,116.39,119.62,114.11,118.94,117.04,1.9,1.6234,67918.36,795989.862
2023-04-27,600600.SH,20230427,118.0,118.0,114.4,116.61,118.94,-2.33,-1.959,57691.95,670867.109
2023-04-28,600600.SH,20230428,116.6,117.09,115.11,116.8,116.61,0.19,0.1629,51919.06,602701.663
2023-05-04,600600.SH,20230504,116.8,117.63,111.0,111.76,116.8,-5.04,-4.3151,90808.08,1030146.755
2023-05-05,600600.SH,20230505,111.1,112.79,108.69,112.15,111.76,0.39,0.349,62782.65,696312.525
2023-05-08,600600.SH,20230508,111.6,112.15,107.38,108.12,112.15,-4.03,-3.5934,84795.28,920781.695
2023-05-09,600600.SH,20230509,108.13,109.2,106.05,107.29,108.12,-0.83,-0.7677,55879.49,601701.152
2023-05-10,600600.SH,20230510,107.08,107.48,104.59,105.78,107.29,-1.51,-1.4074,45713.61,483590.096
2023-05-11,600600.SH,20230511,105.76,106.37,104.3,104.94,105.78,-0.84,-0.7941,33334.64,350224.361
2023-05-12,600600.SH,20230512,104.99,105.8,103.09,103.66,104.94,-1.28,-1.2197,45851.07,476109.691
2023-05-15,600600.SH,20230515,103.84,106.85,102.5,106.59,103.66,2.93,2.8265,69125.15,726712.513
2023-05-16,600600.SH,20230516,106.0,107.5,104.45,105.22,106.59,-1.37,-1.2853,60181.63,636481.866
2023-05-17,600600.SH,20230517,105.0,105.0,101.61,103.05,105.22,-2.17,-2.0623,65206.5,670953.507
2023-05-18,600600.SH,20230518,103.0,103.79,102.3,103.7,103.05,0.65,0.6308,39146.34,404616.895
2023-05-19,600600.SH,20230519,103.4,109.8,102.29,107.44,103.7,3.74,3.6066,77587.88,830281.263
2023-05-22,600600.SH,20230522,106.46,109.44,105.03,107.8,107.44,0.36,0.3351,68460.34,737714.381
2023-05-23,600600.SH,20230523,107.36,107.78,104.74,105.19,107.8,-2.61,-2.4212,47082.09,497775.133
2023-05-24,600600.SH,20230524,104.43,104.5,102.12,102.16,105.19,-3.03,-2.8805,53155.0,547252.692
2023-05-25,600600.SH,20230525,101.6,102.55,100.25,101.2,102.16,-0.96,-0.9397,56961.56,576264.908
2023-05-26,600600.SH,20230526,100.89,101.71,99.29,99.83,101.2,-1.37,-1.3538,45099.19,451503.646
2023-05-29,600600.SH,20230529,99.84,100.29,98.18,99.75,99.83,-0.08,-0.0801,61213.21,606617.822
2023-05-30,600600.SH,20230530,99.21,99.4,95.77,96.95,99.75,-2.8,-2.807,88456.39,857113.22
2023-05-31,600600.SH,20230531,97.65,97.9,94.8,95.21,96.95,-1.74,-1.7947,48440.9,463049.856
2023-06-01,600600.SH,20230601,95.56,97.47,94.99,96.01,95.21,0.8,0.8402,61423.03,590813.307
2023-06-02,600600.SH,20230602,96.03,99.98,96.03,98.99,96.01,2.98,3.1038,85636.9,841642.639
2023-06-05,600600.SH,20230605,98.9,99.71,97.58,99.06,98.99,0.07,0.0707,47416.32,467991.804
2023-06-06,600600.SH,20230606,98.5,101.0,98.2,99.5,99.06,0.44,0.4442,51703.81,515779.44
2023-06-07,600600.SH,20230607,99.5,100.39,97.67,98.0,99.5,-1.5,-1.5075,48631.22,478883.763
2023-06-08,600600.SH,20230608,97.57,99.0,96.8,97.84,98.0,-0.16,-0.1633,37268.71,364191.649
2023-06-09,600600.SH,20230609,98.13,99.1,97.38,98.82,97.84,0.98,1.0016,37477.5,368533.944
2023-06-12,600600.SH,20230612,98.82,104.0,98.68,103.36,98.82,4.54,4.5942,101624.88,1033759.669
2023-06-13,600600.SH,20230613,102.7,104.02,101.05,102.75,103.36,-0.61,-0.5902,50488.64,517690.767
2023-06-14,600600.SH,20230614,103.19,104.71,102.8,102.98,102.75,0.23,0.2238,65319.21,676937.304
2023-06-15,600600.SH,20230615,103.2,105.33,101.57,104.96,102.98,1.98,1.9227,90517.18,936612.349
2023-06-16,600600.SH,20230616,105.5,106.38,104.57,105.92,104.96,0.96,0.9146,56576.7,597575.883
2023-06-19,600600.SH,20230619,105.66,106.38,103.1,104.08,105.92,-1.84,-1.7372,68152.46,710205.663
2023-06-20,600600.SH,20230620,103.51,104.9,102.5,104.04,104.08,-0.04,-0.0384,43712.02,453834.925
2023-06-21,600600.SH,20230621,102.85,104.0,102.3,102.69,104.04,-1.35,-1.2976,36920.45,380196.332
2023-06-26,600600.SH,20230626,102.02,102.93,100.51,102.3,102.69,-0.39,-0.3798,37913.88,385998.579
